NUMLINK,ResourceID,NMRW_RCAHMW_Class,Possible_RCCLASS
6123845,541116,12C,Not Applicable
6123846,541117,12C,Not Applicable
6123501,541118,6F,Not Applicable
6123502,541119,6F,Not Applicable
6123503,541120,6F,Not Applicable
6123504,541121,16B,Not Applicable
6123505,541122,13C,Not Applicable
6123506,541123,7D,Not Applicable
6123507,541124,10D,Not Applicable
6123522,541125,10B,Not Applicable
6123523,541126,6F,Not Applicable
6123524,541127,12C,Not Applicable
6123525,541128,6F,Not Applicable
6123526,541129,6F,Not Applicable
6123527,541130,6F,Not Applicable
6123541,541131,10B,Not Applicable
6123542,541132,7D,Not Applicable
6123543,541133,10B,Not Applicable
6123544,541134,10D,Not Applicable
6123545,541135,10D,Not Applicable
6123564,541136,10D,Not Applicable
6123565,541137,12C,Not Applicable
6123566,541138,10B,Not Applicable
6123567,541139,12C,Not Applicable
6123568,541140,7D,Not Applicable
6123589,541141,7D,Not Applicable
6123590,541142,7D,Not Applicable
6123591,541143,7D,Not Applicable
6123592,541144,10B,Not Applicable
6123593,541147,10B,Not Applicable
6123594,541148,2B,Not Applicable
6123611,541149,12C,Not Applicable
6123612,541150,16B,Not Applicable
6123613,541151,18A,Not Applicable
6123614,541152,12C,Not Applicable
6123615,541153,7D,Not Applicable
6123616,541154,12B,Not Applicable
6123635,541155,12B,Not Applicable
6123636,541156,18A,Not Applicable
6123637,541157,10B,Not Applicable
6123638,541158,11B,Not Applicable
6123660,541159,10C,Not Applicable
6123661,541160,13C,Not Applicable
6123662,541161,12C,Not Applicable
6123663,541162,10B,Not Applicable
6123664,541163,7D,Not Applicable
6123684,541164,10B,Not Applicable
6123685,541165,6F,Not Applicable
6123686,541166,10A,Not Applicable
6123687,541167,10D,Not Applicable
6123688,541168,7D,Not Applicable
6123689,541169,6F,Not Applicable
6123705,541170,6F,Not Applicable
6123706,541171,10F,Not Applicable
6123707,541172,7D,Not Applicable
6123708,541173,15B,Not Applicable
6123708,541173,10C,Not Applicable
6123709,541174,12C,Not Applicable
6123710,541175,16B,Not Applicable
6123726,541176,7D,Not Applicable
6123727,541177,7D,Not Applicable
6123728,541178,12C,Not Applicable
6123729,541179,7F,Not Applicable
6123730,541180,7D,Not Applicable
6123731,541181,6F,Not Applicable
6123732,541182,10A,Not Applicable
6123749,541183,3D,Not Applicable
6123750,541184,2B,Not Applicable
6123751,541185,2B,Not Applicable
6123752,541186,2B,Not Applicable
6123753,541187,2B,Not Applicable
6123774,541188,6F,Not Applicable
6123775,541189,12C,Not Applicable
6123776,541190,6F,Not Applicable
6123777,541191,6F,Not Applicable
6123619,541192,12B,Not Applicable
6123620,541193,10B,Not Applicable
6123621,541194,10A,Not Applicable
6123639,541195,6F,Not Applicable
6123640,541196,13C,Not Applicable
6123641,541197,7E,Not Applicable
6123642,541198,7E,Not Applicable
6123643,541199,7E,Not Applicable
6123644,541200,6F,Not Applicable
6123645,541201,16B,Not Applicable
6123665,541202,10D,Not Applicable
6123666,541203,12B,Not Applicable
6123667,541204,10D,Not Applicable
6123668,541205,10D,Not Applicable
6123669,541206,12C,Not Applicable
6123690,541207,10C,Not Applicable
6123691,541208,12B,Not Applicable
6123692,541209,10D,Not Applicable
6123693,541210,6F,Not Applicable
6123694,541211,12C,Not Applicable
6123711,541212,12C,Not Applicable
6123712,541213,12C,Not Applicable
6123713,541214,10C,Not Applicable
6123714,541215,10B,Not Applicable
6123715,541216,6F,Not Applicable
6123733,541217,12C,Not Applicable
6123734,541218,12C,Not Applicable
6123735,541219,12C,Not Applicable
6123736,541220,6F,Not Applicable
6123737,541221,6F,Not Applicable
6123754,541222,12C,Not Applicable
6123755,541223,7D,Not Applicable
6123756,541224,6F,Not Applicable
6123757,541225,12C,Not Applicable
6123758,541226,6F,Not Applicable
6123759,541227,6F,Not Applicable
6123760,541228,6F,Not Applicable
6123779,541229,12C,Not Applicable
6123780,541230,10B,Not Applicable
6123781,541231,6F,Not Applicable
6123782,541232,18A,Not Applicable
6123783,541233,7D,Not Applicable
6123784,541234,7D,Not Applicable
6123801,541235,10D,Not Applicable
6123802,541236,12C,Not Applicable
6123803,541237,10D,Not Applicable
6123804,541239,7D,Not Applicable
6123805,541240,18A,Not Applicable
6123806,541241,6F,Not Applicable
6123825,541242,10D,Not Applicable
6123826,541243,10D,Not Applicable
6123827,541244,12C,Not Applicable
6123828,541245,6F,Not Applicable
6123829,541246,18A,Not Applicable
6123830,541247,7D,Not Applicable
6123487,541248,10B,Not Applicable
6123488,541249,10D,Not Applicable
6123489,541250,12C,Not Applicable
6123490,541251,10D,Not Applicable
6123491,541252,10B,Not Applicable
6123511,541253,7D,Not Applicable
6123512,541254,7D,Not Applicable
6123513,541255,7D,Not Applicable
6123514,541256,6F,Not Applicable
6123515,541257,7D,Not Applicable
6123516,541258,7D,Not Applicable
6123517,541259,7D,Not Applicable
6123531,541260,10B,Not Applicable
6123532,541261,18A,Not Applicable
6123533,541262,10D,Not Applicable
6123534,541263,10B,Not Applicable
6123535,541264,12C,Not Applicable
6123536,541265,12C,Not Applicable
6123551,541266,7D,Not Applicable
6123552,541267,12C,Not Applicable
6123553,541268,7D,Not Applicable
6123554,541269,12C,Not Applicable
6123555,541270,7D,Not Applicable
6123556,541271,18A,Not Applicable
6123557,541272,18A,Not Applicable
6123558,541273,18A,Not Applicable
6123761,541274,2B,Not Applicable
6123762,541275,16A,Not Applicable
6123763,541276,16A,Not Applicable
6123764,541277,10B,Not Applicable
6123765,541278,6F,Not Applicable
6123766,541279,6F,Not Applicable
6123767,541280,18A,Not Applicable
6123573,541281,11B,Not Applicable
6123574,541282,12C,Not Applicable
6123575,541283,7D,Not Applicable
6123576,541284,12C,Not Applicable
6123577,541285,12C,Not Applicable
6123578,541286,6F,Not Applicable
6123579,541287,6F,Not Applicable
6123580,541288,12C,Not Applicable
6123581,541289,12C,Not Applicable
6123582,541291,12C,Not Applicable
6123646,541292,12C,Not Applicable
6123647,541300,12C,Not Applicable
6123648,541301,10C,Not Applicable
6123649,541302,10G,Not Applicable
6123650,541303,11D,Not Applicable
6123651,541304,10D,Not Applicable
6123652,541305,12B,Not Applicable
6123653,541306,12C,Not Applicable
6123716,541307,10D,Not Applicable
6123717,541308,12C,Not Applicable
6123718,541309,6F,Not Applicable
6123719,541310,2B,Not Applicable
6123720,541311,12B,Not Applicable
6123721,541312,12B,Not Applicable
6123785,541313,10B,Not Applicable
6123786,541314,10B,Not Applicable
6123787,541315,12C,Not Applicable
6123788,541316,12C,Not Applicable
6123789,541317,12C,Not Applicable
6123790,541318,10D,Not Applicable
6123600,541319,10B,Not Applicable
6123601,541320,10D,Not Applicable
6123602,541321,10D,Not Applicable
6123603,541322,18A,Not Applicable
6123604,541323,12C,Not Applicable
6123605,541324,10D,Not Applicable
6123695,541325,18A,Not Applicable
6123696,541326,2B,Not Applicable
6123697,541327,12C,Not Applicable
6123698,541328,10B,Not Applicable
6123699,541329,12C,Not Applicable
6123700,541330,10D,Not Applicable
6123670,541331,11D,Not Applicable
6123671,541332,6F,Not Applicable
6123672,541333,10B,Not Applicable
6123673,541334,10D,Not Applicable
6123674,541335,10D,Not Applicable
6123675,541336,12C,Not Applicable
6123676,541337,6F,Not Applicable
6123738,541338,10D,Not Applicable
6123739,541339,18A,Not Applicable
6123740,541340,12C,Not Applicable
6123741,541341,12C,Not Applicable
6123742,541342,10D,Not Applicable
6123807,541343,3D,Not Applicable
6123807,541343,2B,Not Applicable
6123808,541344,12C,Not Applicable
6123809,541345,10D,Not Applicable
6123810,541346,7D,Not Applicable
6123811,541347,12B,Not Applicable
6123812,541348,12A,Not Applicable
6123813,541349,12B,Not Applicable
6123622,541350,16B,Not Applicable
6123623,541351,12C,Not Applicable
6123624,541352,6F,Not Applicable
6123625,541353,10D,Not Applicable
6123626,541354,7D,Not Applicable
6123627,541355,7D,Not Applicable
6123628,541356,12C,Not Applicable
6123629,541357,12C,Not Applicable
6123473,541358,12C,Not Applicable
6123474,541359,10B,Not Applicable
6123475,541360,12B,Not Applicable
6123476,541361,12C,Not Applicable
6123477,541362,2B,Not Applicable
6123478,541363,2B,Not Applicable
6123417,541364,10B,Not Applicable
6123418,541365,12C,Not Applicable
6123419,541366,13C,Not Applicable
6123420,541367,10D,Not Applicable
6123421,541368,11C,Not Applicable
6123422,541369,6F,Not Applicable
6123423,541370,12C,Not Applicable
6123424,541371,7D,Not Applicable
6123425,541372,12C,Not Applicable
6123426,541373,13B,Not Applicable
6123427,541374,12C,Not Applicable
6123428,541375,12C,Not Applicable
6123429,541376,10B,Not Applicable
6123430,541377,10B,Not Applicable
6123431,541378,12C,Not Applicable
6123432,541379,6F,Not Applicable
6123433,541380,10B,Not Applicable
6123434,541381,18A,Not Applicable
6123435,541382,16B,Not Applicable
6123436,541383,16B,Not Applicable
6120454,541384,16B,Not Applicable
6120455,541385,16B,Not Applicable
6120456,541386,6F,Not Applicable
6120457,541387,12C,Not Applicable
6120458,541388,12C,Not Applicable
6120459,541389,10B,Not Applicable
6120460,541390,10D,Not Applicable
6120461,541391,12C,Not Applicable
6120462,541392,7D,Not Applicable
6120463,541393,12C,Not Applicable
6120464,541394,16B,Not Applicable
6120465,541395,7D,Not Applicable
6120466,541396,7D,Not Applicable
6123437,541397,7D,Not Applicable
6123438,541398,7D,Not Applicable
6123439,541399,12C,Not Applicable
6123440,541400,7D,Not Applicable
6123441,541401,7D,Not Applicable
6123442,541402,7D,Not Applicable
6123443,541403,7D,Not Applicable
6123444,541404,7D,Not Applicable
6123445,541405,7D,Not Applicable
6123446,541406,7D,Not Applicable
6123447,541407,7D,Not Applicable
6123448,541408,12C,Not Applicable
6123449,541409,7D,Not Applicable
6123450,541410,7D,Not Applicable
6123451,541411,10B,Not Applicable
6123452,541412,10D,Not Applicable
6123453,541413,12B,Not Applicable
6123454,541414,12C,Not Applicable
6123455,541415,7D,Not Applicable
6123456,541416,6F,Not Applicable
6123457,541417,7D,Not Applicable
6123458,541418,12C,Not Applicable
6123459,541419,10D,Not Applicable
6123460,541420,12C,Not Applicable
6123461,541421,7D,Not Applicable
6123462,541422,12C,Not Applicable
6123463,541423,16B,Not Applicable
6123464,541424,12C,Not Applicable
6123465,541425,12C,Not Applicable
6123466,541426,12C,Not Applicable
6123467,541427,18A,Not Applicable
6123468,541428,6F,Not Applicable
6123469,541429,7D,Not Applicable
6123470,541430,10D,Not Applicable
6123471,541431,10D,Not Applicable
6123472,541432,16B,Not Applicable
6119956,541433,7D,Not Applicable
6119957,541434,6F,Not Applicable
6119958,541435,16B,Not Applicable
6119959,541436,16B,Not Applicable
6119960,541437,16B,Not Applicable
6119961,541438,16B,Not Applicable
6119962,541439,12B,Not Applicable
6120054,541440,6F,Not Applicable
6120055,541441,12C,Not Applicable
6120056,541442,16B,Not Applicable
6123177,542001,10D,Not Applicable
6123202,542003,12C,Not Applicable
6123203,542005,12C,Not Applicable
6123204,542006,12C,Not Applicable
6123205,542007,12C,Not Applicable
6123206,542008,12C,Not Applicable
6123207,542009,12C,Not Applicable
6123208,542010,12C,Not Applicable
6123209,542011,10A,Not Applicable
6123231,542012,12C,Not Applicable
6123232,542013,10C,Not Applicable
6123233,542014,12B,Not Applicable
6123234,542015,12C,Not Applicable
6123256,542016,13F,Not Applicable
6123257,542017,12C,Not Applicable
6123258,542018,12C,Not Applicable
6122283,542019,12C,Not Applicable
6122284,542020,12C,Not Applicable
6122285,542021,12C,Not Applicable
6122286,542022,12C,Not Applicable
6122287,542023,12C,Not Applicable
6122307,542024,12C,Not Applicable
6122308,542025,12C,Not Applicable
6122309,542026,10D,Not Applicable
6120663,542027,10C,Not Applicable
6120664,542028,10C,Not Applicable
6120665,542029,12C,Not Applicable
6120666,542030,7F,Not Applicable
6120667,542031,10A,Not Applicable
6120668,542032,12C,Not Applicable
6120669,542033,12C,Not Applicable
6120670,542034,10D,Not Applicable
6120671,542035,12C,Not Applicable
6120672,542036,10B,Not Applicable
6120618,542037,14B,Not Applicable
6120619,542038,12C,Not Applicable
6123294,542039,12C,Not Applicable
6123295,542042,12C,Not Applicable
6123317,542043,12C,Not Applicable
6123318,542044,12C,Not Applicable
6123319,542045,12C,Not Applicable
6123320,542046,12C,Not Applicable
6123321,542047,12C,Not Applicable
6123322,542048,12C,Not Applicable
6123343,542049,10B,Not Applicable
6123344,542050,12C,Not Applicable
6123345,542051,12C,Not Applicable
6123346,542052,12C,Not Applicable
6123347,542053,12C,Not Applicable
6123348,542054,10C,Not Applicable
6123370,542055,10B,Not Applicable
6123370,542055,12C,Not Applicable
6123371,542060,12C,Not Applicable
6123372,542061,10B,Not Applicable
6123373,542062,12C,Not Applicable
6123374,542063,12C,Not Applicable
6123375,542064,12C,Not Applicable
6123394,542065,10C,Not Applicable
6123395,542066,10D,Not Applicable
6123396,542067,10D,Not Applicable
6123397,542068,12A,Not Applicable
6120421,542069,15B,Not Applicable
6120422,542070,10C,Not Applicable
6120423,542071,12C,Not Applicable
6120424,542072,12C,Not Applicable
6120425,542073,10D,Not Applicable
6120483,542074,10C,Not Applicable
6120483,542074,10D,Not Applicable
6120484,542075,12C,Not Applicable
6120485,542076,12C,Not Applicable
6120486,542077,12C,Not Applicable
6120487,542078,12C,Not Applicable
6120488,542079,10C,Not Applicable
6120489,542080,12C,Not Applicable
6123000,542081,12C,Not Applicable
6123001,542082,12C,Not Applicable
6123002,542083,12C,Not Applicable
6123003,542084,12C,Not Applicable
6123004,542085,16B,Not Applicable
6123023,542086,12C,Not Applicable
6123024,542087,12C,Not Applicable
6123025,542088,12C,Not Applicable
6123026,542089,16B,Not Applicable
6123027,542091,12C,Not Applicable
6123045,542092,12C,Not Applicable
6123046,542093,12C,Not Applicable
6123047,542094,12C,Not Applicable
6123048,542095,12C,Not Applicable
6123049,542096,12C,Not Applicable
6123050,542097,12C,Not Applicable
6123259,542098,12C,Not Applicable
6123260,542099,7D,Not Applicable
6123261,542100,6F,Not Applicable
6123288,542101,3D,Not Applicable
6123289,542102,6F,Not Applicable
6123290,542103,7E,Not Applicable
6123291,542104,6F,Not Applicable
6123292,542105,6F,Not Applicable
6123293,542106,7D,Not Applicable
6123070,542107,10B,Not Applicable
6123071,542108,6F,Not Applicable
6123072,542109,2B,Not Applicable
6123073,542110,7D,Not Applicable
6123074,542111,12B,Not Applicable
6123075,542112,12C,Not Applicable
6123076,542113,7D,Not Applicable
6123323,542114,12C,Not Applicable
6123324,542115,12C,Not Applicable
6123325,542116,12C,Not Applicable
6123326,542117,7D,Not Applicable
6123327,542118,7D,Not Applicable
6123328,542119,7D,Not Applicable
6123098,542120,7D,Not Applicable
6123099,542121,7D,Not Applicable
6123100,542122,7D,Not Applicable
6123101,542123,7D,Not Applicable
6123102,542124,7D,Not Applicable
6123103,542125,2B,Not Applicable
6123104,542126,7D,Not Applicable
6123178,542127,7D,Not Applicable
6123179,542128,7D,Not Applicable
6123180,542129,7D,Not Applicable
6123181,542130,7D,Not Applicable
6123182,542131,6F,Not Applicable
6123183,542132,6F,Not Applicable
6123184,542133,6F,Not Applicable
6123185,542134,13C,Not Applicable
6123262,542135,3D,Not Applicable
6123262,542135,2B,Not Applicable
6123263,542136,7D,Not Applicable
6123264,542137,6F,Not Applicable
6123265,542138,6F,Not Applicable
6123266,542139,6F,Not Applicable
6123267,542140,6F,Not Applicable
6123268,542141,10B,Not Applicable
6123269,542142,10B,Not Applicable
6123349,542143,6F,Not Applicable
6123350,542144,7F,Not Applicable
6123351,542145,3D,Not Applicable
6123352,542146,6F,Not Applicable
6123353,542147,13C,Not Applicable
6123354,542148,3D,Not Applicable
6123355,542149,7F,Not Applicable
6123127,542150,2E,Not Applicable
6123128,542151,2C,Not Applicable
6123129,542152,2C,Not Applicable
6123130,542153,7D,Not Applicable
6123131,542154,6F,Not Applicable
6123132,542155,16B,Not Applicable
6123235,542156,7E,Not Applicable
6123236,542157,12C,Not Applicable
6123237,542158,12C,Not Applicable
6123238,542159,12C,Not Applicable
6123238,542159,10D,Not Applicable
6123239,542160,10D,Not Applicable
6123240,542161,16B,Not Applicable
6123210,542162,7D,Not Applicable
6123211,542163,7D,Not Applicable
6123212,542164,12C,Not Applicable
6123213,542165,12C,Not Applicable
6123214,542166,12C,Not Applicable
6123215,542167,12C,Not Applicable
6123296,542168,6F,Not Applicable
6123297,542169,12C,Not Applicable
6123298,542170,10D,Not Applicable
6123299,542171,12C,Not Applicable
6123300,542172,12C,Not Applicable
6123376,542173,12C,Not Applicable
6123377,542174,12C,Not Applicable
6123378,542175,12C,Not Applicable
6123379,542176,12C,Not Applicable
6123380,542177,12C,Not Applicable
6123152,542178,12C,Not Applicable
6123153,542179,12C,Not Applicable
6123154,542180,12C,Not Applicable
6123155,542181,6F,Not Applicable
6123156,542182,16B,Not Applicable
6123157,542183,15B,Not Applicable
6122989,542184,12B,Not Applicable
6122990,542185,12C,Not Applicable
6122991,542186,10B,Not Applicable
6122992,542187,12C,Not Applicable
6122993,542189,6F,Not Applicable
6122542,542190,6F,Not Applicable
6122543,542191,10D,Not Applicable
6122544,542193,6F,Not Applicable
6122545,542194,6F,Not Applicable
6122546,542195,6F,Not Applicable
6122547,542196,11A,Not Applicable
6122548,542197,6F,Not Applicable
6122549,542198,6F,Not Applicable
6122575,542199,6F,Not Applicable
6122576,542200,6F,Not Applicable
6122577,542201,6F,Not Applicable
6122578,542202,7F,Not Applicable
6122579,542203,12C,Not Applicable
6122580,542204,12C,Not Applicable
6122581,542205,7D,Not Applicable
6122582,542206,11D,Not Applicable
6122606,542207,11D,Not Applicable
6122607,542208,11D,Not Applicable
6122608,542209,12B,Not Applicable
6122609,542210,12C,Not Applicable
6122633,542211,10B,Not Applicable
6122634,542212,7D,Not Applicable
6122635,542213,10D,Not Applicable
6122636,542214,12C,Not Applicable
6122637,542215,6F,Not Applicable
6122662,542216,6F,Not Applicable
6122663,542217,6F,Not Applicable
6122664,542218,6F,Not Applicable
6122665,542219,6F,Not Applicable
6122666,542220,12C,Not Applicable
6122666,542220,10D,Not Applicable
6122667,542221,6F,Not Applicable
6122668,542222,7D,Not Applicable
6122669,542223,7D,Not Applicable
6122695,542224,7D,Not Applicable
6122696,542225,16B,Not Applicable
6122697,542226,6F,Not Applicable
6122698,542227,6F,Not Applicable
6122699,542228,6F,Not Applicable
6122700,542229,6F,Not Applicable
6122701,542230,6F,Not Applicable
6122702,542231,6F,Not Applicable
6122725,542232,12C,Not Applicable
6122725,542232,16B,Not Applicable
6122726,542233,16B,Not Applicable
6122727,542234,6F,Not Applicable
6122728,542235,6F,Not Applicable
6122729,542236,6F,Not Applicable
6122730,542237,16B,Not Applicable
6122731,542238,16B,Not Applicable
6122732,542239,16B,Not Applicable
6122752,542240,6F,Not Applicable
6122753,542241,6F,Not Applicable
6122754,542242,10D,Not Applicable
6122754,542242,7F,Not Applicable
6122755,542243,7D,Not Applicable
6122756,542244,7D,Not Applicable
6122757,542245,12C,Not Applicable
6122758,542246,6F,Not Applicable
6122759,542247,6F,Not Applicable
6122760,542248,7D,Not Applicable
6122782,542249,12C,Not Applicable
6120620,542250,12C,Not Applicable
6120621,542251,12C,Not Applicable
6120622,542252,12C,Not Applicable
6120623,542253,12C,Not Applicable
6120624,542254,10D,Not Applicable
6120625,542255,6F,Not Applicable
6120626,542256,6F,Not Applicable
6120627,542257,6F,Not Applicable
6120628,542258,7D,Not Applicable
6120629,542259,7F,Not Applicable
6120630,542260,6F,Not Applicable
6120631,542261,7D,Not Applicable
6122783,542262,7D,Not Applicable
6122784,542263,7D,Not Applicable
6122785,542264,10D,Not Applicable
6122786,542265,7D,Not Applicable
6122787,542266,12C,Not Applicable
6122788,542267,10B,Not Applicable
6122789,542268,12C,Not Applicable
6122813,542269,13F,Not Applicable
6122814,542270,13F,Not Applicable
6122815,542271,18E,Not Applicable
6122816,542272,12C,Not Applicable
6122817,542273,11D,Not Applicable
6122818,542274,12B,Not Applicable
6122819,542275,12B,Not Applicable
6122842,542276,12B,Not Applicable
6122843,542277,11D,Not Applicable
6122844,542278,10D,Not Applicable
6122845,542279,12B,Not Applicable
6122846,542280,10C,Not Applicable
6122847,542281,10D,Not Applicable
6122848,542283,12B,Not Applicable
6122873,542284,10B,Not Applicable
6122873,542284,12C,Not Applicable
6122874,542285,12B,Not Applicable
6122875,542286,12D,Not Applicable
6122876,542287,10C,Not Applicable
6122877,542288,10C,Not Applicable
6122878,542289,11D,Not Applicable
6122879,542290,15B,Not Applicable
6122904,542291,6F,Not Applicable
6122905,542292,12C,Not Applicable
6122906,542293,11D,Not Applicable
6122907,542294,6F,Not Applicable
6122908,542295,10B,Not Applicable
6122909,542296,10D,Not Applicable
6122910,542297,12C,Not Applicable
6122934,542298,6F,Not Applicable
6122935,542299,13C,Not Applicable
6122936,542300,12C,Not Applicable
6122937,542301,6F,Not Applicable
6122938,542302,12C,Not Applicable
6122939,542303,6F,Not Applicable
6122940,542304,7D,Not Applicable
6122941,542305,7D,Not Applicable
6122942,542307,10A,Not Applicable
6122966,542308,12C,Not Applicable
6122967,542309,12C,Not Applicable
6122968,542310,12C,Not Applicable
6122969,542311,12C,Not Applicable
6122970,542312,6F,Not Applicable
6120490,542313,7D,Not Applicable
6120491,542314,12C,Not Applicable
6120492,542315,10B,Not Applicable
6120493,542316,10C,Not Applicable
6120494,542317,12C,Not Applicable
6120495,542318,16C,Not Applicable
6120496,542319,12C,Not Applicable
6120497,542320,10C,Not Applicable
6120498,542321,10D,Not Applicable
6120499,542322,10D,Not Applicable
6120500,542323,10D,Not Applicable
6120501,542324,10B,Not Applicable
6120502,542325,6F,Not Applicable
6122971,542326,6F,Not Applicable
6122972,542327,10A,Not Applicable
6122550,542328,15B,Not Applicable
6122551,542329,12C,Not Applicable
6122552,542330,6F,Not Applicable
6122553,542331,12C,Not Applicable
6122554,542332,12C,Not Applicable
6122555,542333,10D,Not Applicable
6122556,542335,7D,Not Applicable
6122557,542336,6F,Not Applicable
6122558,542337,12C,Not Applicable
6122583,542338,10D,Not Applicable
6122584,542339,10D,Not Applicable
6122585,542340,6F,Not Applicable
6122586,542341,11D,Not Applicable
6122587,542342,6F,Not Applicable
6122588,542343,15B,Not Applicable
6122589,542344,15B,Not Applicable
6122590,542345,10B,Not Applicable
6122591,542346,12C,Not Applicable
6122610,542347,6F,Not Applicable
6122611,542348,12C,Not Applicable
6122612,542349,12B,Not Applicable
6122613,542350,12C,Not Applicable
6122614,542351,10B,Not Applicable
6122615,542352,12C,Not Applicable
6122616,542353,15B,Not Applicable
6122617,542354,15B,Not Applicable
6122638,542355,10D,Not Applicable
6122639,542356,15B,Not Applicable
6122640,542357,12C,Not Applicable
6122641,542358,10C,Not Applicable
6122642,542359,7E,Not Applicable
6122643,542360,15B,Not Applicable
6122644,542361,10D,Not Applicable
6122645,542362,11D,Not Applicable
6122670,542363,11D,Not Applicable
6122671,542364,11D,Not Applicable
6122672,542365,7D,Not Applicable
6122673,542366,12C,Not Applicable
6122674,542367,12C,Not Applicable
6122675,542368,12C,Not Applicable
6122676,542369,7E,Not Applicable
6122677,542370,12B,Not Applicable
6122678,542371,6F,Not Applicable
6122703,542372,12C,Not Applicable
6122704,542373,13F,Not Applicable
6122705,542374,6F,Not Applicable
6122706,542375,10C,Not Applicable
6122707,542376,10C,Not Applicable
6122708,542377,10C,Not Applicable
6122709,542378,12B,Not Applicable
6122733,542379,14A,Not Applicable
6122734,542380,12C,Not Applicable
6122735,542381,10B,Not Applicable
6122736,542382,7E,Not Applicable
6122737,542383,10B,Not Applicable
6122738,542384,12B,Not Applicable
6122761,542385,12C,Not Applicable
6122762,542386,10B,Not Applicable
6122763,542387,6F,Not Applicable
6122764,542388,7E,Not Applicable
6122765,542389,12C,Not Applicable
6122766,542390,12B,Not Applicable
6122767,542391,11B,Not Applicable
6122790,542392,12B,Not Applicable
6122791,542393,10D,Not Applicable
6122792,542394,6F,Not Applicable
6122793,542395,6F,Not Applicable
6122794,542397,12B,Not Applicable
6122795,542398,6F,Not Applicable
6122796,542399,12C,Not Applicable
6122797,542400,10D,Not Applicable
6122820,542401,12C,Not Applicable
6122821,542402,10D,Not Applicable
6122822,542403,12B,Not Applicable
6122823,542404,12B,Not Applicable
6122824,542405,3D,Not Applicable
6122825,542406,3D,Not Applicable
6122826,542407,6F,Not Applicable
6122827,542408,3D,Not Applicable
6122849,542409,11D,Not Applicable
6122850,542410,6F,Not Applicable
6122851,542411,13F,Not Applicable
6122852,542412,13F,Not Applicable
6122853,542413,12B,Not Applicable
6122854,542414,12C,Not Applicable
6122855,542415,12C,Not Applicable
6122856,542416,12C,Not Applicable
6122880,542417,10B,Not Applicable
6122881,542418,10D,Not Applicable
6122882,542419,12C,Not Applicable
6122883,542420,12C,Not Applicable
6122884,542421,12C,Not Applicable
6122885,542423,7D,Not Applicable
6122886,542424,7D,Not Applicable
6122911,542425,3C,Not Applicable
6122912,542426,12C,Not Applicable
6122913,542427,12C,Not Applicable
6122914,542428,12B,Not Applicable
6122915,542429,12C,Not Applicable
6122916,542430,10D,Not Applicable
6122943,542431,12C,Not Applicable
6122944,542434,12C,Not Applicable
6122945,542435,10D,Not Applicable
6122946,542436,12C,Not Applicable
6122946,542436,10B,Not Applicable
6122947,542437,12C,Not Applicable
6122948,542440,10B,Not Applicable
6122949,542441,12C,Not Applicable
6122973,542442,13F,Not Applicable
6122974,542443,13F,Not Applicable
6122975,542444,11D,Not Applicable
6122976,542445,12C,Not Applicable
6122977,542446,12C,Not Applicable
6122978,542447,12C,Not Applicable
6122979,542448,12C,Not Applicable
6122980,542449,12C,Not Applicable
6122526,542450,7E,Not Applicable
6122527,542451,10D,Not Applicable
6122528,542452,12C,Not Applicable
6122529,542453,12C,Not Applicable
6122529,542453,10B,Not Applicable
6122530,542454,12C,Not Applicable
6122531,542455,12C,Not Applicable
6122532,542456,12C,Not Applicable
6122533,542457,10B,Not Applicable
6122533,542457,12C,Not Applicable
6122559,542458,12C,Not Applicable
6119834,543000,10C,Not Applicable
6119835,543001,10C,Not Applicable
6119836,543002,10C,Not Applicable
6119837,543003,12C,Not Applicable
6119838,543004,12C,Not Applicable
6119839,543005,12C,Not Applicable
6119840,543006,12C,Not Applicable
6119841,543007,12C,Not Applicable
6119815,543008,16A,Not Applicable
6119816,543009,18E,Not Applicable
6119817,543010,12C,Not Applicable
6119818,543011,10B,Not Applicable
6119819,543012,18E,Not Applicable
6119820,543013,12C,Not Applicable
6119821,543014,10C,Not Applicable
6119822,543015,12C,Not Applicable
6119823,543016,12C,Not Applicable
6119824,543017,12C,Not Applicable
6119825,543018,12C,Not Applicable
6119826,543019,12C,Not Applicable
6119827,543020,10C,Not Applicable
6119828,543021,10C,Not Applicable
6119829,543022,12C,Not Applicable
6119830,543023,12C,Not Applicable
6119831,543024,12C,Not Applicable
6119865,543025,12C,Not Applicable
6119866,543026,12C,Not Applicable
6119867,543027,12C,Not Applicable
6119868,543028,12C,Not Applicable
6119869,543029,12C,Not Applicable
6119870,543030,12C,Not Applicable
6119871,543031,10C,Not Applicable
6120584,543032,16A,Not Applicable
6120585,543033,16A,Not Applicable
6120586,543034,10C,Not Applicable
6121644,543035,16A,Not Applicable
6121645,543036,16B,Not Applicable
6121646,543037,16A,Not Applicable
6121667,543038,16B,Not Applicable
6121668,543039,15B,Not Applicable
6121669,543040,15B,Not Applicable
6121670,543041,15B,Not Applicable
6121671,543042,16A,Not Applicable
6121672,543043,10C,Not Applicable
6121196,543044,12C,Not Applicable
6121197,543045,12C,Not Applicable
6121198,543046,16B,Not Applicable
6121199,543047,12C,Not Applicable
6121200,543048,12C,Not Applicable
6120578,543049,12B,Not Applicable
6120579,543050,12C,Not Applicable
6120580,543051,12C,Not Applicable
6120581,543052,12C,Not Applicable
6120582,543053,12C,Not Applicable
