NUMLINK,ResourceID,NMRW_RCAHMW_Class,Possible_RCCLASS
6074301,284684,12C,Not Applicable
6074302,284685,12C,Not Applicable
6074303,284686,12C,Not Applicable
6074304,284687,12C,Not Applicable
6074305,284688,12C,Not Applicable
6074306,284689,12C,Not Applicable
6074307,284690,12B,Not Applicable
6074320,284691,3D,Not Applicable
6074308,284692,12B,Not Applicable
6074309,284693,12C,Not Applicable
6074310,284694,12A,Not Applicable
6074312,284695,10C,Not Applicable
6074311,284696,14A,Not Applicable
6074313,284697,12B,Not Applicable
6074314,284698,12B,Not Applicable
6074315,284699,12B,Not Applicable
6074316,284700,12A,Not Applicable
6074317,284701,10C,Not Applicable
6074329,284702,12B,Not Applicable
6074294,284703,12C,Not Applicable
6075695,285501,14B,Not Applicable
6075696,285502,14B,Not Applicable
6075697,285503,11A,Not Applicable
6075698,285504,11A,Not Applicable
6075699,285507,11A,Not Applicable
6075700,285508,11A,Not Applicable
6075701,285509,11A,Not Applicable
6075702,285510,11A,Not Applicable
6075703,285511,11A,Not Applicable
6075704,285513,11A,Not Applicable
6075705,285514,11A,Not Applicable
6075706,285515,14B,Not Applicable
6075707,285516,16B,Not Applicable
6075708,285517,14B,Not Applicable
6075709,285518,15B,Not Applicable
6075710,285519,15B,Not Applicable
6075711,285520,15B,Not Applicable
6075712,285521,6E,Not Applicable
6075713,285522,6E,Not Applicable
6075714,285523,10C,Not Applicable
6075715,285524,12C,Not Applicable
6075716,285525,14B,Not Applicable
6075717,285526,11E,Not Applicable
6075718,285527,11E,Not Applicable
6075719,285528,15B,Not Applicable
6075720,285529,12C,Not Applicable
6075721,285531,15B,Not Applicable
6075722,285532,15B,Not Applicable
6075723,285533,15B,Not Applicable
6075724,285534,15B,Not Applicable
6075725,285535,15B,Not Applicable
6075726,285536,15B,Not Applicable
6075727,285537,15B,Not Applicable
6075728,285538,12A,Not Applicable
6075729,285539,10B,Not Applicable
6075730,285540,12C,Not Applicable
6075731,285541,11E,Not Applicable
6075732,285542,6E,Not Applicable
6075733,285543,11E,Not Applicable
6075734,285544,6E,Not Applicable
6075735,285545,11E,Not Applicable
6075736,285546,7F,Not Applicable
6075737,285548,7F,Not Applicable
6075738,285549,7F,Not Applicable
6075739,285550,7F,Not Applicable
6075740,285551,10C,Not Applicable
6075741,285552,7F,Not Applicable
6075742,285553,7F,Not Applicable
6075743,285554,7F,Not Applicable
6075744,285555,7F,Not Applicable
6075745,285556,10C,Not Applicable
6075746,285557,12A,Not Applicable
6075747,285558,15B,Not Applicable
6075748,285559,15B,Not Applicable
6075749,285560,15B,Not Applicable
6075750,285561,15B,Not Applicable
6075751,285562,15B,Not Applicable
6075752,285563,15B,Not Applicable
6075753,285564,11B,Not Applicable
6075754,285565,13C,Not Applicable
6075755,285566,13C,Not Applicable
6075756,285567,13C,Not Applicable
6075757,285568,13C,Not Applicable
6075758,285569,13C,Not Applicable
6075759,285570,18A,Not Applicable
6075760,285571,13C,Not Applicable
6075761,285572,13C,Not Applicable
6075762,285573,13C,Not Applicable
6075763,285574,13C,Not Applicable
6075764,285575,13C,Not Applicable
6075765,285576,13C,Not Applicable
6075766,285577,18A,Not Applicable
6075767,285578,11B,Not Applicable
6075768,285579,11B,Not Applicable
6075769,285580,14B,Not Applicable
6075770,285581,13C,Not Applicable
6075771,285582,10D,Not Applicable
6075772,285583,10D,Not Applicable
6075773,285584,13C,Not Applicable
6075774,285585,13C,Not Applicable
6075775,285586,13C,Not Applicable
6075776,285587,13C,Not Applicable
6075777,285588,13C,Not Applicable
6075778,285589,11B,Not Applicable
6075779,285590,12A,Not Applicable
6075780,285591,16B,Not Applicable
6075781,285592,7F,Not Applicable
6075782,285593,13C,Not Applicable
6075783,285594,13C,Not Applicable
6075784,285595,13C,Not Applicable
6075785,285596,13C,Not Applicable
6075786,285597,13C,Not Applicable
6075787,285598,13C,Not Applicable
6075788,285599,13C,Not Applicable
6075790,285601,18A,Not Applicable
6075791,285602,13C,Not Applicable
6075792,285603,7D,Not Applicable
6075793,285604,7D,Not Applicable
6075794,285605,7D,Not Applicable
6075795,285606,18A,Not Applicable
6075796,285607,18A,Not Applicable
6075797,285608,13C,Not Applicable
6075798,285609,13C,Not Applicable
6075799,285610,13C,Not Applicable
6075800,285611,13C,Not Applicable
6075801,285612,13C,Not Applicable
6075802,285613,13C,Not Applicable
6075803,285614,13C,Not Applicable
6075804,285615,7D,Not Applicable
6075805,285616,7D,Not Applicable
6075806,285617,13C,Not Applicable
6075807,285618,13C,Not Applicable
6075808,285619,13C,Not Applicable
6075809,285620,13C,Not Applicable
6075810,285621,18A,Not Applicable
6075811,285622,13C,Not Applicable
6075812,285623,13C,Not Applicable
6075813,285624,7D,Not Applicable
6075814,285625,13C,Not Applicable
6075815,285626,13C,Not Applicable
6075816,285627,6E,Not Applicable
6075817,285628,6E,Not Applicable
6075818,285629,6E,Not Applicable
6075819,285630,13C,Not Applicable
6075820,285631,7D,Not Applicable
6075821,285632,13C,Not Applicable
6075822,285633,13C,Not Applicable
6075823,285634,13C,Not Applicable
6075824,285635,13C,Not Applicable
6075825,285636,13C,Not Applicable
6075826,285637,13C,Not Applicable
6075827,285638,13C,Not Applicable
6075828,285639,2E,Not Applicable
6075829,285640,13C,Not Applicable
6075830,285641,13C,Not Applicable
6075831,285642,7F,Not Applicable
6075832,285643,13C,Not Applicable
6075833,285644,13C,Not Applicable
6075834,285645,13C,Not Applicable
6075835,285646,13C,Not Applicable
6075836,285647,7F,Not Applicable
6075837,285648,7F,Not Applicable
6075838,285649,13C,Not Applicable
6075839,285650,16B,Not Applicable
6075840,285651,10D,Not Applicable
6075841,285652,12C,Not Applicable
6075842,285653,11A,Not Applicable
6075843,285654,14B,Not Applicable
6075844,285655,14B,Not Applicable
6075845,285656,12A,Not Applicable
6075846,285657,10D,Not Applicable
6075847,285658,18A,Not Applicable
6075848,285659,15B,Not Applicable
6075849,285660,13C,Not Applicable
6075850,285661,13C,Not Applicable
6075851,285662,12A,Not Applicable
6075852,285663,7E,Not Applicable
6075853,285664,13C,Not Applicable
6075854,285665,13C,Not Applicable
6075855,285666,13C,Not Applicable
6075856,285667,12A,Not Applicable
6075857,285668,10D,Not Applicable
6075858,285669,15B,Not Applicable
6075859,285670,16B,Not Applicable
6075860,285671,15B,Not Applicable
6075861,285672,15B,Not Applicable
6075862,285673,16B,Not Applicable
6075863,285674,16B,Not Applicable
6075864,285675,15B,Not Applicable
6075865,285676,10D,Not Applicable
6075866,285677,11B,Not Applicable
6075867,285678,16B,Not Applicable
6075868,285679,16B,Not Applicable
6075869,285680,13C,Not Applicable
6075870,285681,10D,Not Applicable
6075871,285682,10D,Not Applicable
6075872,285683,11A,Not Applicable
6075873,285684,12A,Not Applicable
6075874,285685,10C,Not Applicable
6075875,285686,7F,Not Applicable
6075876,285687,7F,Not Applicable
6075877,285688,13C,Not Applicable
6075878,285689,7D,Not Applicable
6075879,285690,7D,Not Applicable
6075880,285691,7D,Not Applicable
6075881,285692,12A,Not Applicable
6075882,285693,13C,Not Applicable
6075883,285694,15B,Not Applicable
6075884,285695,12A,Not Applicable
6075885,285696,12A,Not Applicable
6075886,285697,15B,Not Applicable
6075887,285698,15B,Not Applicable
6075888,285699,18D,Not Applicable
6075889,285700,15B,Not Applicable
6075890,285701,12A,Not Applicable
6075891,285702,14B,Not Applicable
6075892,285703,15B,Not Applicable
6075893,285704,7D,Not Applicable
6075894,285705,13C,Not Applicable
6075895,285706,12A,Not Applicable
6075896,285707,12A,Not Applicable
6075897,285708,11B,Not Applicable
6075898,285709,10C,Not Applicable
6075899,285710,10D,Not Applicable
6075900,285711,15B,Not Applicable
6075901,285712,14B,Not Applicable
6075902,285713,14B,Not Applicable
6075903,285714,10D,Not Applicable
6075904,285715,12A,Not Applicable
6075905,285716,7E,Not Applicable
6075906,285717,7E,Not Applicable
6075907,285718,12A,Not Applicable
6075908,285719,15B,Not Applicable
6075909,285720,15B,Not Applicable
6075910,285721,15B,Not Applicable
6075911,285722,16B,Not Applicable
6075912,285723,6E,Not Applicable
6075913,285724,15B,Not Applicable
6075914,285725,15B,Not Applicable
6075915,285726,12B,Not Applicable
6075916,285727,12A,Not Applicable
6075917,285728,12A,Not Applicable
6075918,285729,12A,Not Applicable
6075919,285730,12A,Not Applicable
6075920,285731,12B,Not Applicable
6075921,285732,7E,Not Applicable
6075922,285733,12B,Not Applicable
6075923,285734,12A,Not Applicable
6075924,285735,10C,Not Applicable
6075925,285736,7E,Not Applicable
6075926,285737,12C,Not Applicable
6075927,285738,12A,Not Applicable
6075928,285739,12A,Not Applicable
6075929,285740,12A,Not Applicable
6075930,285741,7D,Not Applicable
6075931,285742,2B,Not Applicable
6075932,285743,12C,Not Applicable
6075933,285744,2B,Not Applicable
6075934,285745,12C,Not Applicable
6075935,285746,12A,Not Applicable
6075936,285747,12A,Not Applicable
6075937,285748,18A,Not Applicable
6075938,285749,12B,Not Applicable
6075939,285750,12C,Not Applicable
6075940,285751,12A,Not Applicable
6075941,285752,12A,Not Applicable
6075942,285753,15B,Not Applicable
6075943,285754,15B,Not Applicable
6075944,285755,15B,Not Applicable
6075945,285756,15B,Not Applicable
6075946,285757,18D,Not Applicable
6075947,285758,15B,Not Applicable
6075948,285759,15B,Not Applicable
6075949,285760,15B,Not Applicable
6075950,285761,12A,Not Applicable
6075951,285762,15B,Not Applicable
6075952,285763,15B,Not Applicable
6075953,285764,15B,Not Applicable
6075954,285765,7E,Not Applicable
6075955,285766,10D,Not Applicable
6075956,285767,12A,Not Applicable
6075957,285768,15B,Not Applicable
6075958,285769,15B,Not Applicable
6075959,285770,15B,Not Applicable
6075960,285771,13C,Not Applicable
6075961,285772,2C,Not Applicable
6075962,285773,15B,Not Applicable
6075963,285774,10D,Not Applicable
6075964,285775,2C,Not Applicable
6075965,285776,10D,Not Applicable
6075966,285777,2B,Not Applicable
6075967,285778,10D,Not Applicable
6075968,285779,7E,Not Applicable
6075969,285780,18A,Not Applicable
6075970,285781,15B,Not Applicable
6075971,285782,15B,Not Applicable
6075972,285783,15B,Not Applicable
6075973,285784,12B,Not Applicable
6075974,285785,13C,Not Applicable
6075975,285786,15B,Not Applicable
6075976,285787,15B,Not Applicable
6075977,285788,15B,Not Applicable
6075978,285789,15B,Not Applicable
6075979,285790,15B,Not Applicable
6075980,285791,15B,Not Applicable
6075981,285792,15B,Not Applicable
6075982,285793,15B,Not Applicable
6075983,285794,16B,Not Applicable
6075984,285795,15B,Not Applicable
6075985,285796,15B,Not Applicable
6075986,285797,15B,Not Applicable
6075987,285798,15B,Not Applicable
6075988,285799,15B,Not Applicable
6075989,285800,15B,Not Applicable
6075990,285801,15B,Not Applicable
6075991,285802,15B,Not Applicable
6075992,285803,12A,Not Applicable
6075993,285804,12A,Not Applicable
6075994,285805,12A,Not Applicable
6075995,285806,12A,Not Applicable
6075996,285807,12A,Not Applicable
6075997,285808,12A,Not Applicable
6075998,285809,12A,Not Applicable
6075999,285810,12A,Not Applicable
6076000,285811,12C,Not Applicable
6076001,285812,10C,Not Applicable
6076002,285813,12A,Not Applicable
6076003,285814,12A,Not Applicable
6076004,285815,11A,Not Applicable
6076005,285816,6E,Not Applicable
6076006,285817,12A,Not Applicable
6076007,285818,12A,Not Applicable
6076008,285819,18A,Not Applicable
6076009,285821,12A,Not Applicable
6076010,285822,13C,Not Applicable
6076011,285823,13C,Not Applicable
6076012,285824,13C,Not Applicable
6076013,285825,13C,Not Applicable
6076014,285826,18A,Not Applicable
6076015,285827,14B,Not Applicable
6076016,285828,13C,Not Applicable
6076017,285829,13C,Not Applicable
6076018,285830,12B,Not Applicable
6076019,285831,18A,Not Applicable
6076020,285832,12A,Not Applicable
6076021,285833,12A,Not Applicable
6076022,285834,12A,Not Applicable
6076023,285835,12A,Not Applicable
6076024,285836,12A,Not Applicable
6076025,285837,12A,Not Applicable
6076026,285838,12B,Not Applicable
6076027,285839,12B,Not Applicable
6076028,285840,15B,Not Applicable
6076029,285841,16B,Not Applicable
6076030,285842,12C,Not Applicable
6076031,285843,15B,Not Applicable
6076032,285844,14B,Not Applicable
6076033,285845,14B,Not Applicable
6076034,285846,14B,Not Applicable
6076035,285847,14B,Not Applicable
6076036,285848,14B,Not Applicable
6076037,285850,12B,Not Applicable
6076038,285851,2C,Not Applicable
6076039,285852,13C,Not Applicable
6076040,285853,12B,Not Applicable
6076041,285854,13C,Not Applicable
6076042,285855,13C,Not Applicable
6076043,285856,13C,Not Applicable
6076044,285857,13C,Not Applicable
6076045,285858,2B,Not Applicable
6076046,285859,12B,Not Applicable
6076047,285860,13C,Not Applicable
6076048,285861,13C,Not Applicable
6076049,285862,6E,Not Applicable
6076050,285863,6E,Not Applicable
6076051,285864,6E,Not Applicable
6076052,285865,13C,Not Applicable
6076053,285866,6E,Not Applicable
6076054,285867,6E,Not Applicable
6076055,285868,6E,Not Applicable
6076056,285869,6E,Not Applicable
6076057,285870,6E,Not Applicable
6076058,285871,2B,Not Applicable
6076059,285872,13C,Not Applicable
6076060,285873,13C,Not Applicable
6076061,285874,7F,Not Applicable
6076062,285875,7F,Not Applicable
6076063,285876,6E,Not Applicable
6076064,285877,7E,Not Applicable
6076065,285878,7D,Not Applicable
6076066,285879,13C,Not Applicable
6076067,285880,16B,Not Applicable
6076068,285881,13C,Not Applicable
6076069,285882,13C,Not Applicable
6076070,285883,13C,Not Applicable
6076071,285884,12C,Not Applicable
6076072,285885,12B,Not Applicable
6076073,285886,12B,Not Applicable
6076074,285887,13C,Not Applicable
6076075,285888,12A,Not Applicable
6076076,285889,6F,Not Applicable
6076077,285890,16B,Not Applicable
6076078,285891,2B,Not Applicable
6076079,285892,18A,Not Applicable
6076080,285893,7D,Not Applicable
6076081,285894,13C,Not Applicable
6076082,285895,13C,Not Applicable
6076083,285896,13C,Not Applicable
6076084,285897,13C,Not Applicable
6076085,285898,10C,Not Applicable
6076086,285899,12B,Not Applicable
6076087,285900,12B,Not Applicable
6076088,285901,12B,Not Applicable
6076089,285902,6E,Not Applicable
6076090,285903,13C,Not Applicable
6076091,285904,6E,Not Applicable
6076092,285905,6E,Not Applicable
6076093,285906,13C,Not Applicable
6076094,285907,6E,Not Applicable
6076095,285908,6E,Not Applicable
6076096,285909,2B,Not Applicable
6076097,285910,16B,Not Applicable
6076098,285911,7F,Not Applicable
6076099,285912,16B,Not Applicable
6076100,285913,2C,Not Applicable
6076101,285914,2B,Not Applicable
6076102,285915,13C,Not Applicable
6076103,285916,13C,Not Applicable
6076104,285917,10B,Not Applicable
6076105,285918,13C,Not Applicable
6076106,285919,13C,Not Applicable
6076107,285920,6E,Not Applicable
6076108,285921,10C,Not Applicable
6076109,285922,16B,Not Applicable
6076110,285923,12C,Not Applicable
6076111,285924,7F,Not Applicable
6076112,285925,7F,Not Applicable
6076113,285926,10C,Not Applicable
6076114,285927,12C,Not Applicable
6076115,285928,12C,Not Applicable
6076116,285929,10B,Not Applicable
6076117,285930,12B,Not Applicable
6076118,285931,6F,Not Applicable
6076119,285932,13C,Not Applicable
6076120,285933,7D,Not Applicable
6076121,285934,13C,Not Applicable
6076122,285935,2B,Not Applicable
6076123,285936,2B,Not Applicable
6076124,285937,12A,Not Applicable
6076125,285938,13C,Not Applicable
6076126,285939,2B,Not Applicable
6076127,285940,2B,Not Applicable
6076128,285941,13C,Not Applicable
6076129,285942,12B,Not Applicable
6076130,285943,12B,Not Applicable
6076131,285944,11B,Not Applicable
6076132,285945,13C,Not Applicable
6076133,285946,13C,Not Applicable
6076134,285947,13C,Not Applicable
6076135,285948,13C,Not Applicable
6076136,285949,13C,Not Applicable
6076137,285950,13C,Not Applicable
6076138,285951,13C,Not Applicable
6076139,285952,13C,Not Applicable
6076140,285953,13C,Not Applicable
6076141,285954,13C,Not Applicable
6076142,285955,13C,Not Applicable
6076143,285956,13C,Not Applicable
6076144,285957,13C,Not Applicable
6076145,285958,13C,Not Applicable
6076146,285959,13C,Not Applicable
6076147,285960,13C,Not Applicable
6076148,285961,13C,Not Applicable
